id,name,brewery,category,style,description,abv,ibu
3f6fdb4a-e7d7-4686-a6af-e3d7be7ec801,Locals Only IPA,Pizza Port Brewing Company,IPA,IPA - American,"This award winning West Coast style IPA boast of flavors and aromas of fresh peach, grapefruit, and passion fruit. There is just enough light layered malts that balance out the hops. The slight bitterness and dry finish will leave your pallet craving another sip.",6.8,N/A
0f9db0ff-af44-4d2f-9fd8-375104967fcb,Peanut Butter Latte Nitro Golden Stout,Belching Beaver Brewery,Stout,Stout - Milk,"People love our Peanut Butter Milk Stout, and this time we put a fun twist on our classic. Thomas brewed up a milk stout that is golden in color, a real sensory trip, and loaded it with coffee and chocolate. Then we kicked it up a notch by peanut butterizing (is that a word?) the beer for a real treat. Tom said, “A Peanut Butter Latte, that sounds great!” Perfect to sip on chilled nights and early mornings.",5.0,30
cf9f2837-2715-443f-9014-61f2cf822d0e,Wizard Nebula,Modern Times Beer,IPA,IPA - New England,"Buckle up for an intergalactic exploration of space, time, & flavor magic. We began this delectable hazy IPA with a malt bill of 2-row, golden naked oats, wheat, and flaked oats. We then loaded it with Citra, Bru-1, and Riwaka hops, making for a stunningly bright beverage swirling with all kinds of citrus, which mingles beautifly with notes of melon and apricot. Each sip will have you reveling in the splendor of this conversion of extremely tasty elements.",7.5,70
23e212bb-fa97-4415-a2d0-4177748df512,A Healthy Distrush,Bad Beat Brewing,Blonde Ale,Blonde Ale - Coffee,You asked and we listened! We brought back this popular favorite and added Madagascar vanilla beans. This balances perfectly with the Ethiopian coffee blend we use from our local roasters at Mothership Coffee. This is a perfect breakfast beer… or anytime of the day! Cheers,5.9,N/A
c92acafb-8b2e-4559-91b9-dbf710fe9807,Pillow War,Bad Beat Brewing,IPA,IPA - Triple Hazy,"Pillow War returns!! A triple dry hopped NE IPA at 10.1% and 8.8lbs/bbl of Citra! This beer is an incredibly soft and smooth, JUICE BOMB! No hop burn, no alcohol burn, no apologies. Gigantic aromas and flavors of a wide array of tropical fruits are just the beginning to all the complexity this beer offers. It took a lot of time and care to tame this monster, but it was worth all the effort. Come join us for a glass!",10.1,N/A
faa34614-188e-4587-837d-c58bc2cc60b6,Smoke Wheat Everyday,Bad Beat Brewing,Wheat,Weizenbock - Smoked,"Da da da da daaaa it’s our newest beer motha f@ckers… Bad Beat Brewing, da da da da daaaa You know we’re mobbin’ with the Juxta Nomad!! That’s right we have teamed up with Juxta Nomad Brewing for this collab and are stoked to introduce you to “Smoke Wheat Everyday” a Smoked Weizenbock! This beauty packs a punch with an 8.1% abv and is full of rich, smoky flavor! This beer has a massive aroma and when it hits your palate you’ll get wonderful notes of malty, banana, and clove goodness complemented by a smoky earthiness! Be sure to come grab a glass or pick up a 4 pack while you can, Cheers!",8.1,N/A
3e3c71bd-1d10-48b6-81ea-004ae3de24af,Sunday Fundau,Bad Beat Brewing,Sour,Sour - Fruited Gose,"Let me introduce you to our latest fruited gose… Sunday Funday!! For this Gose we added just the right amounts of pineapple, orange and a splash of cranberry puree to give you a delicious, refreshing and perfect for summer drink! And it’s ok to enjoy this one ANY day of the week ????",5.6,N/A
a4af08e0-973b-4e2c-b8c5-d252f24d6a83,WoMango,Bad Beat Brewing,Wheat,Hefeweizen,"This tasty treat is a German style Hefeweizen that we added 125 lbs of delicious mango puree to!! WoMango is super refreshing and perfect to beat the summer heat with banana, clove and tropical mango notes! What really makes this brew special though are the ladies we teamed up with to make it! Ashlie Randolph, Las Vegas Pink Boots Chapter President & NAACP Executive Committee Member, and Sarah Perez, Alaska Pink Boots State President and brewer at Bleeding Heart Brewery. Each of these amazing women have made huge impacts on their local beer communities and both will be speaking at this years Craft Brewers Conference about what it means to be a woman of color in the craft beer world. These two are breaking boundaries, slaying sterotypes and paving the way for all women which is why we were thrilled to have them brewing with us! Empowering women in the craft industry is important to us and if you would like to show your support, connect with other women, find resources here are some links: @pinkbootssocietylv and @beerandbodynv",5.4,N/A
4b1b0077-3a91-492a-997d-83a1a14ef475,The Long Night,Bad Beat Brewing,Stout,Stout - Milk Imperial,"The Long Night returns! We brought back this chocolaty, decadent stout and barrel aged it in Bourbon barrels giving it a robust, rich flavor. We also added some lactose which creates a creamy, smooth finish! Enjoy!",10.5,N/A
7e73af99-3f6d-4e13-817e-2ab502c1b448,Let's Get Lit,Bad Beat Brewing,Sour,Sour - Fruited Gose,"Say hello to this beauty! This Gose was inspired by the childhood treat, Bombpops!! We took that same flavor profile and added those fruit purees to our tart Gose. What we got was a bright, brillant purple hued beer bursting with awesome fruit flavor and perfect for crushing in the Vegas summer heat!",4.7,N/A
4a6fb15c-9d2b-4d40-8511-53fcd654c9b2,Beisbol,Bad Beat Brewing,Lager,Lager - Vienna,"As is tradition, we’ve released a baseball themed lager for our Anniversary! This is a tribute to our love for the sport! This Mexican style lager is perfectly balanced with a flavorful, light body and crisp finish. We also added actual Maize to this beer for authenticity, Salud!",4.9,N/A
4eb221a3-8a3f-4c87-9f5e-81f19f0083f4,Go For Broke,Bad Beat Brewing,IPA,IPA - Double,"We decided to switch up our IPA game and brew one you don’t see very often… especially not a double! Say hello to *Go For Broke* our newest Black Double IPA!! For this beast, we combined some awesome dark malts with some of our favorite powerhouse hops including Simcoe, Mosiac, Willamette, and Blanc! We love the interaction and new unique flavors the dark malts bring out in these hops! This is definitely a winning combo and we hope you enjoy it too!",8.2,N/A
74ec8105-5846-4840-8a1f-31e7ad1ff49f,Pocket Pair,Bad Beat Brewing,Pale Ale,Pale Ale - American,This beer packs a ton of citrus-forward hop flavor while being super crushable! Pocket Pair is also part of our NEW *Rotating Beer Series*!!,5.6,N/A
f45db90b-bd3b-462f-b9e9-9a6c37ddd7ff,Bluffing Isn't Weisse,Bad Beat Brewing,Wheat,Hefeweizen,"The beer in your hand was our first seasonal, the first keg we ever kicked and our original best seller! Its cloudy appearance isn’t transparent, but we’d like to be. We don’t brew Hefeweizen for any other reason than this… WE… LOVE… HEFEWEIZEN! We love the apricot our yeast strain presents alongside it’s banana, clove, bubble gum and vanilla aromas. We love the rich and fresh doughy malt character with ever so earthy and floral hop flavors. We love that we can pack so much flavor and aroma into such a refreshing pint AND we think you’ll love it too!",5.1,N/A
e058c485-dbd5-48fd-8750-45efb302e55b,Hoppy Times,Bad Beat Brewing,IPA,IPA - American,"Hoppy Times is a classic West Coast IPA with some modern flare. We don’t beat you over the head with giant bittering additions. Bone dry attenuation, and water chemistry favoring sulfates helps deliver the balance we achieve. We then pass those hop savings right back to you in the form of late kettle or dry hop additions. Palisade, Citra, Cascade, and Chinook come together for an orange and pine party with subtler aromas of lime, grapefruit rind, pineapple, and apricot. If this beer isn’t hoppy enough, it’s you not us. This beer is ALWAYS 21 days or younger in our taproom.",7.0,N/A
56662123-44df-4a1a-a6b5-9aa703a91fde,Czech Pilsner,Bad Beat Brewing,Pilsner,Pilsner - Czech,This delicious treat is super crisp and clean with subtle malty bread notes and floral/earthy hop notes. It is 5.5% abv and the perfect easy-drinking beer with lots of flavors!,5.5,N/A
dd11c87e-8861-41b0-b16a-425058c72dc3,The Ringer,Bad Beat Brewing,Pilsner,Pilsner - German,"What the hell is “craft lager” anyway? Why is it so frequently tied to a bland and boring beer? Let’s stop mailing it in, and halfheartedly making swill while trying to pass it off as “craft” beer. How about if we want to make a “craft lager”, we actually CRAFT a LAGER! Rant over and wish granted! The Ringer is our meticulously hand crafted, take on a traditional German style Pilsner. All pilsner malt with a touch of Munich, to add a little bit of rich toastiness to that crisp and snappy malt flavor that sits as an elegant & graceful backbone for beautiful hop bouquet. Spalt Select & crystal are sprinkled through the boil for the modern, yet familiar noble hop character. At the end of the boil, we bring those two back and add a larger dose of Mandarina Bavaria for a touch tangerine. Modern yet traditional. Crisp and effervescent. Easy and nuanced. One and another. Cheers!",5.1,N/A
dc345578-8f55-43f9-a059-158849c24885,Hoptimistic,Bad Beat Brewing,IPA,IPA - West Coast,"This west coast IPA was brewed with boatloads of Bravo, Amarillo, and Wai-iti hops. Making it the perfect balanace of dank and crispy for a 7.0?v IPA. Cheers and Happy IPA day!",7.0,N/A
72dacc0b-9bed-483a-a5ac-04965cd05783,Weisse Choice,Lovelady Brewing Company,Wheat,Hefeweizen,"Traditional German style wheat ale made with a unique yeast that contributes flavors of bubble gum, banana and clove.",5.5,12
d3b75084-350d-4312-a04e-35b7a7f84914,Love Juice,Lovelady Brewing Company,IPA,IPA - New England,"Our best seller! This hazy IPA features Mosaic, El Dorado and Idaho 7 hops along with barley, oats and wheat and a touch of lactose. Easy drinking!",5.5,20
4280a848-39c9-4492-a7b3-bf6b6a21e0d9,Paleo Porter,Lovelady Brewing Company,Porter,Porter - Chocolate,"Dedicated to local Paleontologists, this mild Porter features Peanut Butter, Chocolate and coffee from Dark Moon Roasters. A treat that you can have more than one of!",5.0,30
8631d46b-e7b3-49f3-b631-1abfd80c6d2c,9th Island Pineapple Sour,Lovelady Brewing Company,Sour,Sour - Fruited,"Our best selling sour, 9th Island refers to our expat Hawaiian community. Tart, a little sweet and finishing sour, the perfect poolside refreshment!",5.0,7
fe6a5cf5-3dcd-4735-a8ab-d03bcdd1772e,State of Change WCIPA,Lovelady Brewing Company,IPA,IPA - West Coast,"Dank Version : Pale malts featuring Zappa, Centennial and Idaho 7 hops, this WCIPA is dank on the nose with a dry, bracing finish.",6.9,20
069cac5d-d6f4-46ae-984d-2ddad0ebc8dc,Golden Nites,Lovelady Brewing Company,Lager,Lager - Mexican,"Mexican style lager (made with Barley and Corn) that finishes crisp and dry, but balanced. Refreshing!",5.0,20
a3203d5c-eaab-49c1-9be1-93f22e68e525,Hendertucky Horror Show (Seasonal),Lovelady Brewing Company,IPA,IPA - Double,"Double Hazy IPA with Dark Moon Coffee, pumpkin spice and vanilla. Hops and spice combine with a coffee vanilla finish.",7.5,28
6d0fe3c2-4261-4e8d-a317-ea65e63b3b43,Love Triangle,Lovelady Brewing Company,Lager,Lager - American,"Amber lager made with German malts and American hops. Smooth, balanced with a slight hint of caramel on the finish.",5.7,25
47f8f404-63d2-4862-bb8c-2c1180571f8e,Marzipan Stout,Lovelady Brewing Company,Stout,Stout - American,"A light bodied Stout aged with almonds. Almond on the nose with a hint of chocolate, finishing slightly sweet.",7.8,40
fcb2ba77-46aa-4de9-8e2d-6e4fe6a81d63,Curbside Party,Lovelady Brewing Company,Lager,Lager - Pale,"Oktoberfest Lager! This bready, balanced and smooth lager is perfect for the season.",5.5,25
9426fb37-0c51-40d0-8c03-915c63f7ed98,Lava Flow,Lovelady Brewing Company,Sour,Sour - Fruited,"Our latest 9th Island Sour - Lava Flow! Packed with Strawberry, Pineapple and a kiss of Coconut. The ultimate tropical combination!",5.0,5
293e2dc0-b721-4533-81b0-ba9940acb2c9,Gas Station Spread,Lovelady Brewing Company,Stout,Stout - Imperial,Imperial stout made with Strawberry and Peanut Butter. On Tap Now!,8.0,35
4c047181-f64b-4378-98e1-3448d758dddc,Gas Station Mexican Lager ,Lovelady Brewing Company,Lager,Lager - Mexican,"Out latest Collab with Speedee Mart features a golden Mexican style lager aged on roasted Hatch Chiles and Lime. Peppery, with a hint of spice and lime.",5.0,12
018d919c-9290-4f11-80d4-2c776f45ff5c,Ariana Rye IPA,Nevada Brew Works,IPA,IPA - Rye,Well balanced lightly hopped rye with a portion of proceeds donated to local charity on behalf of the Ariana Rye Foundation.,6.3,N/A
9536406f-fa53-44ff-b188-6ba53b4de281,Lager,Nevada Brew Works,Lager,Lager - American,Clean & crisp brew created w/ Hallertauer hops & dry hopped with Cascade hops.,4.9,N/A
1a446bf1-8406-4e65-b2fe-dffb37342e8d,Kolsch,Nevada Brew Works,Kölsch,Kölsch,"Refreshing like a lager, fruity character like an ale, this ight beer is made for easy drinking on the patio in the summertime heat.",4.5,N/A
b79b1649-5ad1-4d7b-a507-5774f8a8e113,Hefeweizen,Nevada Brew Works,Wheat,Hefeweizen,"Aromas of banana and clove, brewed with Bavarian yeast, greater than 50% wheat and Tettnang hops makes for a mouthful of popping flavor.",5.6,N/A
e207da96-4bec-45bb-993e-8643ecf8611e,Lemondrop Saison,Nevada Brew Works,Farmhouse Ale,Farmhouse Ale - Saison,"Made w/ 5 lbs of lemondrop hops, this saison is very citrus forward w/ spicy hints of coriander & a dry finish",7.1,N/A
91aeec3f-3341-4c2a-8bc8-96b8c0438a5f,Red Lager,Nevada Brew Works,Lager,Lager - Red,This step mashed beer is great for fall with its malty flavor & creamy medium body. It’s surprisingly light with a crisp lager finish.,5.4,N/A
64877874-ae4f-4898-bad8-2126726db275,Golden Blonde Ale,Nevada Brew Works,Blonde Ale,Blonde Ale,"This beer is refreshingly light & pairs well on the patio w/ the Vegas sunshine. It’s lightly hopped, brewed with Melanoiden & malted rye.",4.5,N/A
329ffe1b-0610-4a32-b57a-f59b49da3dd0,Vegas And Friends,Nevada Brew Works,IPA,IPA - American,"Citra and Cascade hops bring forward a tropical, yet complex, hoppy flavor.",6.3,N/A
c300237b-4435-4ee1-be1e-719ccc1e66e9,Schwartzbier Dark Lager,Nevada Brew Works,Lager,Lager - Dark,"Dark beer, light flavor, mild caramel malty sweetness, yet “simply” light.",5.0,N/A
59e114c2-6206-445d-8884-8eae065fb21f,Hazy! IPA,Nevada Brew Works,IPA,IPA - New England,Ekuanot Incognito hops added during the whirlpool & Mosaic hops added during fermentation give this hazy beer maximum hop compound biotransformation & hoppy aroma.,6.9,N/A
8a9e77ba-0f10-4374-9373-f49847970c92,Campfire Stout,High Water Brewing,Stout,Stout - American,"Campfire Stout evokes fond memories of wilderness and camping adventures. Notes of chocolate and graham cracker topped with a hint of marshmallow will leave you wanting s’more. Like any campfire experience, this beer is best shared with a warm circle of family and friends. Our newest full production release, available year round. This beer was a blast to create and brew. We put over 4 lbs per bbl of Graham crackers in the mash, we used chocolate malt and to top it off added a natural toasted marshmallow flavor. Our number one selling beer!",6.5,38
8a1e4492-2bd7-48cd-b4f6-2d1ba0b5d21b,BOOMSTICK Blonde,Beer Zombies Brewing Co.,Blonde Ale,Blonde Ale,"Yeah. All right, you primitive screwheads, listen up. See this? This... is my BOOMSTICK! It's 16oz Beer Zombies Brewing Co. Blonde Ale, BZ's top-of-the-line. You can find this in the craft beer department. A.K.A - Shotgun Beer. Super crushable beer with a perfect balance between hops & malt. Light body, with a bright golden luster of color all wrapped up with an extremely smooth finish. The perfect beer to sip and enjoy, chug or shotgun - BOOMSTICK!",5.5,N/A
2172e624-a0f5-435a-bf74-d960c69fdf16,Evil Haze,Beer Zombies Brewing Co.,IPA,IPA - Imperial,"A big DDH hazy DIPA with Citra, Mosaic & Galaxy 9.666% abv. Absolutely stuffed full of hoppy, hazy deliciousness! Fresh pineapple, ripe mango & juicy peaches blend together with a blueberry lemonade back end that comes cutting through the can!",9.7,N/A
e90bf19a-751f-4ec0-9614-f485a9a4b165,Boba Bliss: Pink Guava,Front Porch Brewing,Sour,Sour - Fruited,Sour ale with Pink Guava and cream flavor! Second flavor inspired by everyones favorite Boba Tea drink in collaboration with Sky Gazer Brewing!,5.0,N/A
fe4c0eec-9bf6-4bf6-a66a-15d88c58ac7d,Abnormalweiss,Abnormal Beer Co.,Wheat,Hefeweizen,"Traditional German style Wheat beer with classic notes of banana, clove from the yeast, and light citrus from the hops. Creamy, yet still crisp and highly drinkable which makes you want to put back more than just a single pint. Perfect morning session beer or unlimited brunch option.",5.3,12
b8d431de-d382-4fa2-956f-58b8c63cf0fc,Mama's Keys,Crowns & Hops,Sour,Sour - Fruited Gose,"Key Lime Pie Gose - A key lime gose brewed with key lime puree, cinnamon, coriander, sea salt, vanilla, and graham crackers.",5.5,N/A
fbd010e6-092d-46f8-8281-468a92791a81,Vertical Envelopment,Newtopia Cyder,Mead,Mead - Cyser,"Session Cyser with Marmeleiro Honey, Orange, Lime and Hibiscus.",7.0,N/A
e3cdf221-e802-4c7e-8045-7568b7d34753,Ever Clever,Bearded Iris Brewing,IPA,IPA - Imperial,"It's the cleverest of the ever-ests. Your favorite banter-slinging, foxy DIPA now bursts with a wicked double dry hop that will keep your taste buds as nimble as your wits.",8.5,N/A
87d59598-f210-479b-9c7f-4a6379e242d8,Vice - Black Currant,Wild Barrel Brewing,Sour,Sour - Fruited Berliner Weisse,Berliner Weisse style beer w/ Black Currants,5.6,3
6df377b5-a1b8-4d76-b1a2-eb7f5c2563de,Nueva Gloria,New Glory Craft Brewery,Lager,Lager - Amber,"Got cerveza? Four words that describe this beer: crisp, refreshing, crushable, sabrosa (tasty). We brew it with Vienna malt and corn, along with Hallertau, Tettnang, and Magnum hops. For authenticity, we added lime peel and lime juice. You'll enjoy flavors and aromas of light, malty biscuit with a hint of bright, floral lime zest. Una mas cerveza, por favor!",5.0,N/A
dfa3bab7-ed21-41ee-af87-e335073fe934,Circle of Crowns,Full Circle Brewing Company,Sour,Sour - Fruited,"Brewed with equal parts hip hop energy and fruit, Circle of Crowns Sour Ale comes to you through our collaboration with Crowns & Hops! It hits the palate with a tartness that melts into the perfect blend of subtle raspberry, tangy pineapple, and smooth citrus. Inspired by a true classic frozen dessert, rainbow sherbet, this beer delivers an unforgettable cool, crispness with a punch of tangy, sweet fruit. Whether you enjoyed a bowl of rainbow sherbet as a kid or even just yesterday, the flavors of this beer will bring you Full Circle.",6.6,N/A
5231d3aa-303d-4faf-9bef-b8565b4e16d2,Trumer Pils,Trumer Brewery,Pilsner,Pilsner - German,"The sparkling mouth feel of each sip confirms the dedication to traditional European craftsmanship. Every aspect of the brewing process of the family-owned Trumer Brauerei in Salzburg has been recreated with exacting detail at the Trumer Brauerei Berkeley. Trumer Pils is the wonderful result of a unique and special brewing process, which sets it apart from other beers. Like champagne, the quality of a great Pilsner can be seen in the density of its bubbles. Trumer Pils produces small, tight bubbles that rise from the bottom of the glass, delivering a slightly spicy aroma, with a hint of citrus. This perfect balance of flavors is achieved by procuring the exact blend of malt and hops from Germany and Austria and fermenting the brew with proprietary yeast. Its body is accentuated by using pure, soft water and removing the malt husk prior to the mashing process. The signature of Trumer Pils is its finish. The crisp, clean and well-rounded taste leaves just a subtle touch of soft bitter flavor on the back of the palate. However, because the husk is removed before mashing, the finish won’t linger. Trumer Pils is a testament to the dedication of its Austrian and American brewmasters. The result? A true European Pilsner without compare.",4.9,26
a8df1610-dd53-4460-a32d-b368ccc1d7ea,Raspberry American Wild Ale,Unity Vibration Kombuch,Kombucha,Kombucha,"On summer eve you may catch a glimpse of the bramble fairies in the hedgerows. Tart Raspberry is delicious, an otherworldly sour beer with a beautiful color, hints of oak and strong sour raspberry flavor.",8.2,N/A
0e9f5c85-69b5-4680-9764-7fc47a363f47,Willy Time,Mason Ale Works,Wheat,Wheat - Witbier,"Belgian Style White Ale: Brewed with Orange, Grapefruit Peel, and Coriander, and for a crisp and refreshing brew.",5.0,N/A
02b0a4b6-667b-45ca-b451-563c4d27efc3,Valley Preserves,Alesong Brewing & Blending,Sour,Sour - Fruited,"Preserves is a refreshing and jammy ale aged with Oregon-grown blueberries, boysenberries and cherries. The same juice that stains the tips of your fingers purple adds a beautiful hue to this tart blend and evokes fond memories of sunny summer days in the Valley.",7.3,12
57fc7053-73be-4d20-925e-6fc48ffcb159,Hipsters Love Dairy,Wild Barrel Brewing,Stout,Stout - Milk,Ironic Milk Stout w/ Oatmeal & Milk Sugar giving it a soft silky mouthfeel,5.9,N/A
00a0b654-8fb5-43e0-ab99-4064c6f64eea,Pink Pineapple,Evil Twin Brewing,IPA,IPA - Sour,"A 7%, tart, slightly sweet, very refreshing sour IPA, with pineapple of course.",7.0,N/A
37a42a2f-d97f-4463-bc37-c2533ec0b8bf,Deftones Ceremony,Belching Beaver Brewery,IPA,IPA - New England,"The latest in our collaboration series with Deftones, Ceremony takes an easy drinking Hazy IPA and pushes the limits of our dry-hopping regiment - doubling down on juicy and tropical hop varietals that merit commemoration. Sit back with a can and enjoy the revelry of the Double Dry-Hopped initiated. Cheers!",6.5,30
fa87ae6c-432e-4f8a-ae11-73c7a126bfd2,Respeto,Mason Ale Works,Lager,Lager - American,"Mexican Style Lager: Light and refreshing, notes of earthiness with a clean finish. Gold Medal Winner at Ensenada Beer Fest 2018.",4.5,N/A
3d61d272-b5dc-44e2-b6fa-8ef402cee87e,Checkerboard Silver,Mason Ale Works,IPA,IPA - New England,"The latest installment in our checkerboard series, this huge DDH Double Hazy IPA smacks you right in the face with a thick body and juicy citrus. Double Dry Hopped with Azacca, Motueka, Simcoe, and drinking much smoother than the 8% it comes in at, this is a dangerous juice bomb of epic proportions.",8.0,N/A
c5093f88-eac5-4bd2-86b1-c124a9b8e6ba,Papillon,Moonraker Brewing Company,IPA,IPA - Imperial,New England Imperial/Double Strata/Citra/Simcoe,8.5,60
69a6efb3-689b-4161-b37a-970b6782b1ac,Porto Pils,El Segundo Brewing Company,Pilsner,Pilsner,The perfect summertime crusher,4.8,N/A
1163d007-1fea-40e0-b0c9-0f89b65bff99,Weird Coast White IPA,Juxta Nomad,IPA,IPA - White,"Criminally crushable Belgian-inspired IPA made with Mosaic and Strata hops, wheat, oats, Witbier yeast, sweet orange peel, and a sprinkle of coriander.",6.1,70
82a4481f-7365-44fa-b82c-b1df90dda871,Foggie Bear,Mason Ale Works,IPA,IPA - Imperial,"You know what you don't see too often in San Diego? Fog. But that didn't stop our dudes over at Humble Sea from bringing it with them from Santa Cruz for this most excellent of collaborations. Clocking in at 9.2% and DDH with epic proportions of Mosaic Incognito, Cryo Citra, Cryo Sabro, and MI Cashmere, the aromatics on this beer are absolutely insane. Couple that with a smooth drinking body, and killer citrus and tropical notes, this beer is an absolute crusher for foggy and sunny days alike.",9.2,N/A
41257bb5-7667-4089-b194-d98939a4279d,Blueberry Maple Stout,Saugatuck Brewing Company,Stout,Stout - Milk,"A rich, sweet stout with classic malt characteristics with a bold, unique twist. This beer tastes like you crammed a fat stack of blueberry pancakes into a pint glass and smothered it with maple syrup. Channel your inner lumberjack, because it’s in for a real treat.",6.0,26
18167ea0-91e1-41ff-8b45-3b5fde19415a,LOVE Hazy IPA,Almanac Beer Company,IPA,IPA - New England,"LOVE is bursting with hoppy tropical flavors. Built on a simple base of Pilsner malt and rolled oats, this super dank IPA has a pillowy mouthfeel and is double dry-hopped with Mosaic, Citra, and Sabro. Flavors of mango, cantaloupe, and citrus will keep you infatuated.",6.1,N/A
9049b0b6-ea2f-4763-8d9e-f4911b7ab2d9,Popfuji,Brouwerij West,Pilsner,Pilsner,"Our take on the historic Kellerbier, Popfuji Unfiltered Pilsner delivers a delicate malt sweetness combined with a subtle fruit and spice character from the use of German Noble Hops. Unlike the typical Pilsner, however, Popfuji's uniqueness is in it's smooth, creamy texture, making it perfect for any occasion.",5.0,N/A
64cf3a88-9464-4d77-908b-5203a3436fb6,Münch On This,New Glory Craft Brewery,Seasonal,Lager - Märzen,"Guten tag! This traditional Marzen is brewed with 100% German malts, and fermented with our German lager yeast. You’ll enjoy rich, full aromas and flavors of toasted caramel malts and biscuits. This here is a clean, easy drinker with a snappy dryness and low bitterness level. Prost!",6.0,N/A
ae0d8709-a37f-402d-a79d-72c8d17229b4,Gummy Worms,New Glory Craft Brewery,Pale Ale,Pale Ale - American,"It’s hard to believe, but no confections were harmed in the making of this delicious brew! So how do we do it? We make this juicy, candy-like beer drinkable by using a careful balance of wheat, oats, and brewer’s 2-row barley. It is then aggressively dry hopped with Citra and Amarillo hops for all of those sweet candied pineapple and fruit notes reminiscent of our favorite gummy candies.",5.8,N/A
a366949e-bc10-4096-ad60-c375d4a2da31,Swan Song,Banger Brewing,Kölsch,Kölsch,,5.1,14
eeb200dd-acf0-4de0-b507-6b5808c10496,Sandia,Banger Brewing,Wheat,Wheat - Fruit,This easy drinking beer has an explosion of watermelon on the finish. It’s crisp and clean flavor is perfect to beat the Las Vegas heat. Hefeweizen mixed with fresh watermelon make this beer light and approachable for the novice and experienced beer drinker.,5.5,N/A
2cae5064-83bd-4c35-a5a8-fecad50c7922,Morning Joe,Banger Brewing,Kölsch,Kölsch - Coffee,Coffee flavored,5.9,23
b607ac3f-3824-4daa-9047-9f9bf3747761,El Heffe,Banger Brewing,Wheat,Wheat - Jalapeño,"A Southwestern take on the classic American Hef with roasted jalapeños, serranos and habañeros. Very mild heat, with a burst of pepper flavor and aroma.",5.6,17
5956f9fd-b01b-475b-91ca-3a7952fea066,Perfect 10,Banger Brewing,Pale Ale,Pale Ale,"This Dry Hopped American Ale is made with the finest grains, hops and filtered water. Grains consist of pale malt, with hints of caramel and honey malt. Aromatic Simcoe and Chinook hops round out this malty yet easy drinking American Ale.",5.7,25
8241b499-f38a-4465-902e-df3a9ca37efd,A Hoppy Ending,Banger Brewing,IPA,IPA - American,,6.9,67
7c55c9b9-152c-4dea-9942-acd5199b56b1,Haze & Loathing,Banger Brewing,IPA,IPA - New England,"Loaded up with a ridiculous amount of hops including Azacca, Simcoe, Cashmere and Ekuanot, Haze & Loathing packs a huge punch of pineapple and mango.",6.7,N/A
3ca36051-c841-4601-9fe3-47859148f88c,The Long Knight,Banger Brewing,Stout,Stout - Oatmeal,,6.9,N/A
40aa0c10-d0a1-44ff-8d3e-dd62c49df820,Belphegor,Banger Brewing,Belgian,Belgian Strong Golden Ale,"Complex fruity flavors quickly lead into a spicy, dry finish.",9.2,N/A
263aadfd-bf52-41db-867b-2820757b5770,Beer Shot,Banger Brewing,Strong Ale,Strong Ale - American,,15.0,31
05a84203-72b8-4c61-83ef-2d90d62c08ee,Dangerous By Default,Banger Brewing,Barleywine,Barleywine - English,"Dangerous by Default is a deceptively smooth English Barleywine aged 1 year in bourbon barrels. Rich, nutty flavors from the minimalist malt bill give way to subtle coconut and vanilla, with lightly fruity top notes",10.0,N/A
68c8e9e8-b02a-47dc-aa8a-f7ebeb5a1156,Rolling Blackout,Banger Brewing,Stout,Stout - Imperial,,10.5,N/A
e9d84ce4-015d-4ce1-8d31-a97d7c6e24bf,Ace Pineapple Cider,Ace Cider,Cider,Cider - Pineapple,"Ace Pineapple is the world's original Pineapple cider. While on vacation in Hawaii, we tried adding fresh pineapple juice to our apple cider and it resulted in this delicious tropical libation!",5.0,N/A
c632cd6f-6ca6-49d1-bc1d-bd62dc74e67c,SpACE,Ace Cider,Cider,Cider - Other Fruit,"This unfiltered addition of ACE is to honor the owner, Jeffrey House’s wife who played Brea Tonnika in the cantina scene in the original Star Wars. Her picture is featured on the bottleneck. This cider comes in a clear bottle so you can see the vivid orange hue. ACE SpACE Bloody Orange is out of this world!",6.9,N/A
c8f361a1-162d-4414-88ba-7f0539cfaa30,Moons of Uranus,Astronomy Aleworks,Porter,Porter - Coffee,Porter with Mothership Coffee & coconut added,6.4,N/A
c366a934-600f-4d24-81f9-7d97b4333f35,Nueva Esperanza,Juxta Nomad,Lager,Lager - Vienna,SerVehZah Las Vegas’ house-branded Mexican Lager made in collaboration with Astronomy Aleworks,4.8,25
569d9ff2-3cdf-4227-8b63-4ffe7c9b3844,Hop Ride IPA with Kayon Coffee,Tenaya Creek Brewery,IPA,IPA - American,"Our Hop Ride India Pale Ale is medium bodied and aggressively hopped using a technique called 'dry-hopping' which adds a nice delicate citrus aroma. Combine that with Magnum & Summit hops to kick up the bitterness, and Cascade hops for a floral boquet. You get a well balanced and very drinkable American IPA. We live in Las Vegas and enjoy the areas beyond the reach of the neon. Bootleg Canyon MTB Park is one of those places. Be Warned, the rattlers have just as much bite as this ale. If you want to ride there, its going to be a ""hop ride.",7.2,70
3b69e35c-3c40-487f-986c-c468cf5b1035,Acoustic Sidepiece,New Glory Craft Brewery,IPA,IPA - New England,"This chill beer was made to soothe, rejuvenate, and enlighten the soul. Amarillo, Cashmere, and Cascade hops play together in harmony. The combination creates a super citrus-forward composition. 2-row malts, wheat, and oats create that beautiful, soft mouthfeel we all know and love. It's like music to your mouth!",7.0,N/A
